       actor_loss  value_loss  advantages
918           0.3        25.8        -2.0
919           0.3        23.8        -0.0
920           0.3        29.0        -1.3
921           0.3        24.4        -1.0
922           0.2       102.9        -0.5
923           0.4        39.6        -1.2
924           0.3        42.3        -1.7
925           0.4        31.7        -1.3
926           0.3        24.5        -1.0
927           0.3        38.8        -0.6
928           0.2       112.6        -0.6
929           0.3        32.1        -0.1
930           0.3        35.0        -0.1
931           0.2       118.2        -0.8
932           0.2       107.8        -0.3
933           0.3        36.3         0.3
934           0.2       109.1         0.6
935           0.2       192.1         3.3
936           0.2       104.7         2.0
937           0.3        35.1        -0.5
938           0.3        24.3        -1.1
939           0.3        27.5        -1.1
940           0.4        22.9        -1.5
941           0.2        29.8        -0.9
942           0.3        28.5        -0.5
943           0.3        23.6        -1.4
944           0.2        97.5         0.3
945           0.5        23.3        -0.9
946           0.2        23.7        -1.7
947           0.3        22.2        -1.1
948           0.3        27.8         0.3
949           0.2        35.2         1.1
950           0.2       101.0         1.4
951           0.2       105.5         0.2
952           0.3        29.7        -1.0
953           0.2       108.2        -0.0
954           0.2        35.5        -0.6
955           0.2       183.4         1.4
956           0.3        35.4        -1.0
957           0.3        29.1         0.7
958           0.3        29.0        -0.1
959           0.9        30.2        -1.7
960           0.4        44.7        -1.1
961           0.2       101.8        -0.8
962           0.9        40.6        -0.8
963           0.3        39.4         0.1
964           0.2       153.8         0.5
965           0.3        24.9        -1.2
966           0.6        43.2        -1.2
967           0.3        29.2        -0.8
968           0.3        24.4        -0.8
969           0.3        28.7        -1.1
970           0.3        34.4         0.2
971           0.3        23.8        -1.3
972           0.2        27.2        -1.9
973           0.6        24.5        -1.0
974           0.3        26.9        -0.6
975           0.3        30.5        -0.7
976           0.3        93.8         0.7
977           0.3        27.8        -0.6
978           0.3        31.5        -0.3
979           0.3        25.2        -0.9
980           0.3        25.4        -1.9
981           0.3        40.1         0.4
982           0.3        24.1        -1.3
983           0.3        23.3        -1.5
984           0.3        29.4        -1.0
985           0.3        32.4         0.0
986           0.3        24.1        -0.3
987           0.3        30.6         0.5
988           0.3        29.2        -1.3
989           0.3        24.6        -0.6
990           0.3        20.5        -1.5
991           0.3        34.1        -1.8
992           0.3        31.8        -1.5
993           0.3        24.1         0.8
994           0.3        26.9        -0.1
995           0.3        30.0         0.7
996           0.3        29.2         0.1
997           0.3        33.7         0.3
998           0.3        34.2        -0.7
999           0.3        19.9         0.3
1000          0.3        98.3        -0.1
1001          0.3        20.3        -0.7
1002          0.3        30.4        -0.0
1003          0.3        33.7         0.5
1004          0.3        26.1        -1.6
1005          0.3        26.7        -0.7
1006          0.4        29.5        -0.9
1007          0.3        39.4         0.8
1008          0.3        24.8        -0.3
1009          0.3        23.6        -0.1
1010          0.3        23.8        -0.3
1011          0.3        30.0        -0.3
1012          0.3        32.2         0.3
1013          0.3        27.4        -0.3
1014          0.3        21.7        -0.8
1015          0.3        22.1        -0.1
1016          0.9        23.1        -1.2
1017          0.3        27.0         0.0
1018          0.2        87.3        -0.2
1019          0.6        21.1        -0.8
1020          0.3        25.9         0.0
1021          0.3        33.8        -0.7
1022          0.2        88.0        -0.4
1023          0.2        92.1        -0.3
1024          0.3        30.1         0.2
1025          0.3        30.6         0.3
1026          0.5        86.1         0.2
1027          0.3        29.8         0.5
1028          0.3        22.3        -0.4
1029          0.3        26.0         0.4
1030          0.3        22.8         0.3
1031          0.3        24.0        -0.9
1032          0.3        31.2        -0.7
1033          0.3        26.5        -1.8
1034          0.3        27.2         0.0
1035          0.2        31.7         0.3
1036          0.3        34.3        -0.1
1037          0.3        18.7        -1.8
1038          0.3        19.2         0.4
1039          0.3        24.1        -0.4
1040          0.2        36.5         0.7
1041          0.3        20.6        -1.0
1042          0.3        19.6        -0.8
1043          0.3        23.5        -1.1
1044          0.2        89.2         0.9
1045          0.3        25.1        -0.5
1046          0.3        27.3        -0.8
1047          0.5        26.7        -0.6
1048          0.2        89.5         1.8
1049          0.3        31.2         0.2
1050          0.3        28.6        -0.4
1051          0.6        18.4        -1.1
1052          0.3        26.7        -0.8
1053          0.2        87.3        -0.0
1054          0.3        26.9        -0.6
1055          0.3        26.4        -0.5
1056          0.2        89.0         0.6
1057          0.3        28.0        -0.8
1058          0.3        22.3        -1.0
1059          0.3        31.8        -1.1
1060          0.3        27.0        -1.3
1061          0.2        22.1        -1.6
1062          0.3        22.5        -1.9
1063          0.2        22.7        -1.1
1064          0.3        29.5        -1.6
1065          0.3        24.7        -2.8
1066          0.3        29.4        -2.4
1067          0.3        27.6        -1.1
1068          0.2       102.7        -1.0
1069          0.3        25.6         0.1
1070          0.3        26.0        -0.7
